,0-14
0,10701.0
1,2620.0
2,1953.0
3,3019.0
4,3520.0
5,8772.0
6,15691.0
7,16471.0
8,18166.0
9,13688.0
10,3683.0
11,13403.0
12,4984.0
13,8778.0
14,4760.0
15,2690.0
16,806.0
17,1321.0
18,256.0
19,1895.0
20,506.0
21,2789.0
22,1676.0
