,0-14,15 и ст.
58,2620.0,1936.0
59,1953.0,1500.0
60,3019.0,1120.0
61,3520.0,2920.0
62,8772.0,8375.0
63,15691.0,12644.0
64,16471.0,13576.0
65,18166.0,17609.0
66,13688.0,15589.0
67,3683.0,4109.0
68,13403.0,14243.0
69,4984.0,3806.0
70,8778.0,8041.0
71,4760.0,4119.0
72,2690.0,2388.0
73,806.0,658.0
74,1321.0,1027.0
75,256.0,192.0
76,1895.0,1415.0
77,506.0,385.0
78,2789.0,2144.0
79,1676.0,1512.0
