,A(H1N1)pdm09_0-14,A(H1N1)pdm09_15 и ст.,A(H3N2)_0-14,A(H3N2)_15 и ст.,B_0-14,B_15 и ст.
0,3.0872052711786786,1.9951148560574266,1.3884898154862717,1.639329987714718,1.4464112450990252,1.2168296157608338
1,4.9092843703901305,1.0782761211710952,0.16975929640525553,0.7799249251720916,0.31831804985173534,0.07322281836088428
2,7.004510245663461,0.5844342453597856,0.026577169104584106,0.8009725896865139,0.13095800493368076,0.009114230832791552
3,9.72242627323262,0.30283257394198165,0.003935277955929669,1.0184812905410157,0.06110475630115529,0.0012244375539895184
4,13.397147348338152,0.1543291711121145,0.0005696457964704866,1.3745829139773502,0.029988511133820648,0.00017000554510006552
5,18.427653813945952,0.07818640612860325,8.170918142666609e-05,1.8818116244955452,0.014993537041928753,2.3959841667532167e-05
6,25.334861188495264,0.03952868180768805,1.1675652369710807e-05,2.5845552711060256,0.007545867220219011,3.3985456992973874e-06
7,34.82402913565267,0.01996914214644596,1.6656625960138425e-06,3.552114418096473,0.0038062660459198113,4.833662969215227e-07
8,47.85906139458951,0.010084643265104979,2.3745418817514346e-07,4.882186460512049,0.0019213754797779107,6.882465918954745e-08
9,65.75915317392861,0.005091778506367625,3.383889350074159e-08,6.70953869401989,0.0009700873090052484,9.803953548745796e-09
10,90.32805557330614,0.0025703329533974125,4.821165955504793e-09,9.219005331052415,0.0004897815406194513,1.3967495851422789e-09
11,124.02725802488777,0.0012971790262635684,6.867491553500819e-10,12.663439286921426,0.0002472528225253458,1.9899145760064214e-10
12,170.20629271781115,0.0006544324558340127,9.780046454757611e-11,17.38794441341395,0.000124793714274668,2.834739248810685e-11
13,233.40502877145877,0.00033001332773441305,1.3923564724782934e-11,23.86216109303958,6.296787080680023e-05,4.037624778663002e-12
14,319.7427082667899,0.0001663132408103143,1.9814393771187498e-12,32.72267192543893,3.1759363804220824e-05,5.749661297720279e-13
15,437.4038262456973,8.374343368199288e-05,2.8181704507581807e-13,44.82760466847692,1.600980677333952e-05,8.185093086555858e-14
16,597.2167151054734,4.2117908876523904e-05,4.00516917227471e-14,61.3248827043483,8.064428432988667e-06,1.1647134525403433e-14
17,813.2880194644795,2.1148988836862342e-05,5.686179162604308e-15,83.7336212021722,4.0580202432548474e-06,1.6563797375295333e-15
18,1103.5908369728381,1.0596655021516177e-05,8.061255523471478e-16,114.03368122815033,2.039130796313739e-06,2.353710430704136e-16
