,A(H3N2)_0-14,B_0-14
0,2.075976585604022,2.207249463272734
1,1.7572688525441749,2.2631085316253863
2,1.8120191103534873,2.7670206097311354
3,1.884843217793445,3.4114749372239634
4,1.9618695767495626,4.208563832065862
5,2.0420627039355175,5.1918678201219866
6,2.125476212403396,6.40462433484923
7,2.2122239617072585,7.900219504537207
8,2.302423362595539,9.744396345000899
9,2.396191906318405,12.018068496591283
10,2.493645796384947,14.820763605012445
11,2.5948982477928375,18.27481918751053
12,2.7000572643816034,22.530479567679176
13,2.809222751489587,27.772063804273163
14,2.9224827844145196,34.22539372719609
15,3.039908807768709,42.16668469486572
16,3.1615494861497453,51.93310334211488
17,3.2874228615528773,63.93517664820348
18,3.4175063974815045,78.6711801566791
19,3.5517244050736547,96.7435177666834
20,3.6899322566083046,118.87689870513748
21,3.83189670459278,145.93777335011904
22,3.977271555144263,178.9539466116852
23,4.125567917790735,219.13246619598004
24,4.2761183104520955,267.872689459873
25,4.428034099440723,326.7697710367485
26,4.580156188008333,397.60161704413645
27,4.730999652547998,482.28964338864927
28,4.878694311316383,582.8206754448698
29,5.020925157364858,701.1146174827418
30,5.154879325739949,838.8212696358642
31,5.277209809367014,997.0318498305011
32,5.38403024451686,1175.8992365816223
33,5.4709590569233315,1374.179037132966
34,5.53323373606659,1588.7339018285502
35,5.565914883972588,1814.0853681434387
36,5.564192367607822,2042.1433447134418
37,5.523790155624633,2262.275507663202
38,5.441441948172175,2461.870561225592
39,5.315380079777253,2627.4738107166654
40,5.145753914490335,2746.423210004601
41,4.934883146952288,2808.7212784818403
42,4.687266859397499,2808.7195843667096
43,4.409313438607425,2746.15951046654
44,4.108819205444934,2626.2556360020117
45,3.794283780372568,2458.787779469918
46,3.47418553583129,2256.4657267996263
47,3.1563390333024786,2033.0154857911293
48,2.847422198434602,1801.442006825566
49,2.552710554625559,1572.7803464205695
50,2.2760081536353667,1355.4453637850957
51,2.019732846330723,1155.1182709245663
52,1.785100813939409,975.0131092155198
53,1.5723581190944578,816.3472610204062
54,1.3810186810600333,678.8706901784078
55,1.210082282887898,561.3581678478074
56,1.0582189174619012,462.01577970382897
57,0.923915191131366,378.7876161651496
58,0.8055844449034972,309.5692764254427
59,0.7016453536898548,252.34444251058073
60,0.6105748876414854,205.26315598148938
61,0.5309414488210078,166.67888527158465
62,0.4614233160582314,135.15830730235518
63,0.4008166225433564,109.47428905010776
64,0.3480361746216196,88.58949932455846
65,0.30211160511611906,71.63564079052438
66,0.2621806804733991,57.891475527054176
67,0.2274810504127031,46.76153460576076
68,0.1973413258492286,37.756536196716844
69,0.1711720735205503,30.475976889977193
70,0.14845710157170106,24.593015931262354
71,0.12874525949824825,19.841572214859152
72,0.11164287195952892,16.005448669489322
73,0.09680685620344807,12.90925294323489
74,0.08393852740743304,10.410873315029011
75,0.07277806786799229,8.395278987497448
76,0.06309961936270637,6.769434461552355
77,0.054706949357239375,5.458142476995063
78,0.04742963834057802,4.400655445780444
79,0.0411197355597629,3.547919428690491
80,0.03564883249073066,2.8603365356898
81,0.03090550664042581,2.305950793565995
82,0.026793092136103727,1.8589789994825108
83,0.023227737634300572,1.4986220322639232
84,0.02013671612909014,1.2081037806657569
85,0.017456955108227527,0.9738945562840676
86,0.015133759112822564,0.7850838720493634
87,0.01311970006058675,0.632874048895043
88,0.011373653681667232,0.5101714982286124
89,0.009859963094363952,0.41125692053329677
90,0.00854771293086335,0.33151923511651826
91,0.007410099531537541,0.2672409595319467
92,0.006423884584059039,0.21542511200517075
93,0.005568921214961181,0.1736556176917891
94,0.004827742970172156,0.13998474327505664
95,0.004185207370017793,0.11284233269980232
96,0.0036281868140949605,0.0909626256415666
97,0.003145300561280411,0.07332525516746913
98,0.0027266823370912818,0.05910767898277389
99,0.0023637788399581117,0.047646829723252244
100,0.0020491750432933874,0.038408198302821904
101,0.0017764427335361984,0.030960910076728097
102,0.001540009196182665,0.024957632483470236
103,0.0013350433714317735,0.020118377777985752
104,0.0011573571565901962,0.016217445881961383
105,0.0010033198408650806,0.013072898667599656
106,0.0008697839258034226,0.01053807495047977
107,0.0007540208167875823,0.008494750576644155
108,0.0006536650723484176,0.006847624671438242
109,0.0005666660726799229,0.005519874940834176
110,0.0004912461201689313,0.0044495747578526266
111,0.00042586411606266575,0.0035868049482754823
112,0.00036918407125346834,0.0028913255828418227
113,0.0003200478078795822,0.0023306991968294333
114,0.0002774512940331064,0.0018787779093025442
115,0.00024052412807483805,0.0015144838845509477
116,0.00020851175339331568,0.0012208262584352057
117,0.00018076004022404127,0.0009841086802641378
118,0.00015670191950252675,0.0007932905106333582
119,0.00013584579564833183,0.000639471881856525
120,0.00011776550152239422,0.0005154786043843752
121,0.0001020915903087319,0.0004155275593129206
122,8.850378638742838e-05,0.0003349569708908926
123,7.672444094653949e-05,0.00027000897890664733
124,6.651285860986152e-05,0.00021765437008576494
125,5.766037915470565e-05,0.00017545129392182177
126,4.998611382248996e-05,0.00014143137339750017
127,4.333324910027897e-05,0.0001140078987546006
128,3.7565842446622753e-05,9.190182242993508e-05
129,3.2566044487070914e-05,7.40821035258273e-05
130,2.823169091893494e-05,5.9717619451426756e-05
131,2.4474214919289796e-05,4.813840186863393e-05
132,2.121683739919286e-05,3.8804388966192e-05
133,1.8392998124469133e-05,3.128023665066176e-05
134,1.594499564516552e-05,2.5215013833950927e-05
135,1.382280824248197e-05,2.0325834793909488e-05
136,1.1983071800822705e-05,1.6384665211733768e-05
137,1.0388193719156728e-05,1.3207686511979721e-05
138,9.005584755651672e-06,1.0646722451675499e-05
139,7.80699310935041e-06,8.58232808951363e-06
140,6.767927131734602e-06,6.918218800482942e-06
141,5.867154872051665e-06,5.57677950181204e-06
142,5.086270230276203e-06,4.4954446377954565e-06
143,4.40931685261497e-06,3.623780083790239e-06
144,3.822462084356275e-06,2.921130867604097e-06
145,3.3137143177200884e-06,2.354724996561981e-06
146,2.8726779590843634e-06,1.8981449515840142e-06
147,2.490341008665285e-06,1.5300955578210609e-06
148,2.1588909121215457e-06,1.2334107645779206e-06
149,1.8715549212522217e-06,9.94253010129438e-07
150,1.6224617017688332e-06,8.014678293122468e-07
151,1.4065213602781724e-06,6.46063602393153e-07
152,1.2193214389847905e-06,5.207921803811453e-07
153,1.0570367529014266e-06,4.198108268893579e-07
154,9.163512272090708e-07,3.384097093071946e-07
155,7.943901376156905e-07,2.727922293029954e-07
156,6.88661369134226e-07,2.1989794713651717e-07
157,5.970044929800499e-07,1.7725984086202844e-07
158,5.175466210410723e-07,1.42889242903261e-07
159,4.48664135864487e-07,1.1518308737113837e-07
160,3.889495141626244e-07,9.284914208199317e-08
161,3.3718256591975723e-07,7.484573805150229e-08
162,2.923055014087201e-07,6.03331854107705e-08
163,2.53401316644518e-07,4.863460975292934e-08
164,2.1967505561000827e-07,3.9204382293303926e-08
165,1.9043756637180597e-07,3.1602671406348485e-08
166,1.6509141916393586e-07,2.5474928607337795e-08
167,1.4311869869373363e-07,2.0535352192348832e-08
168,1.2407042122177174e-07,1.655355727050212e-08
169,1.0755736016771185e-07,1.3343830470544868e-08
170,9.324209277536686e-08,1.0756468154663452e-08
171,8.083210532099979e-08,8.6707941484748e-09
172,7.00738159788295e-08,6.989531329816881e-09
173,6.07473932088356e-08,5.634264563767795e-09
174,5.2662263787409954e-08,4.541783372384259e-09
175,4.5653218693349673e-08,3.6611337590202008e-09
176,3.957703727807695e-08,2.9512416824931644e-09
177,3.430956073942918e-08,2.378997338467793e-09
178,2.9743155099292944e-08,1.917710897758421e-09
179,2.5784511844355332e-08,1.5458676762326896e-09
180,2.235274128894968e-08,1.2461246766726379e-09
181,1.937771970036466e-08,1.0045017006867083e-09
182,1.6798656412289283e-08,8.09729303633304e-10
183,1.456285164723534e-08,6.527231807713231e-10
184,1.2624619665666805e-08,5.261604696835204e-10
185,1.0944355237800334e-08,4.2413820745636997e-10
186,9.487724362651806e-09,3.418980128486257e-10
187,8.224962697733468e-09,2.756041524550917e-10
188,7.130267363732278e-09,2.221646397345897e-10
189,6.181269696495231e-09,1.79087022850431e-10
190,5.358578172699707e-09,1.4436213517932126e-10
191,4.64538216949405e-09,1.1637038654072441e-10
192,4.0271084614560454e-09,9.380622451182177e-11
193,3.4911234358349544e-09,7.561724265720052e-11
194,3.0264749412359074e-09,6.095509564354412e-11
195,2.6236684947629444e-09,4.9135931889996884e-11
196,2.274473274707013e-09,3.960849830860854e-11
197,1.971753934493844e-09,3.192842952027977e-11
198,1.7093248012301747e-09,2.5737522379380463e-11
199,1.481823479586758e-09,2.074702915808498e-11
200,1.2846012782791804e-09,1.6724190174236478e-11
201,1.1136282201552708e-09,1.3481377736196493e-11
202,9.65410694894751e-10,1.086734507157153e-11
203,8.369200716619873e-10,8.76017208445411e-12
204,7.255308130049918e-10,7.061578926944975e-12
205,6.289668254393125e-10,5.6923421664245346e-12
206,5.452549504613301e-10,4.588599755787618e-12
