,A(H3N2)_0-14,B_0-14
57,0.0,0.0
58,0.0,2620.0
59,651.0,651.0
60,378.0,1132.0
61,0.0,440.0
62,0.0,1196.0
63,0.0,2802.0
64,0.0,4461.0
65,224.0,2890.0
66,0.0,3492.0
67,0.0,446.0
68,154.0,2619.0
69,172.0,1375.0
70,0.0,3512.0
71,217.0,2163.0
72,0.0,1513.0
73,0.0,0.0
74,0.0,1321.0
75,0.0,256.0
76,0.0,1625.0
77,0.0,0.0
78,0.0,0.0
79,0.0,0.0
