,A(H3N2)_0-14,B_0-14
0,1.1897897233598653,2.1758510660617763
1,0.05330632674716066,2.13543314996824
2,0.004495954597354583,2.511093735122644
3,0.00038271859541845157,2.977904876440997
4,3.2519291080523086e-05,3.533712796486988
5,2.762803174274029e-06,4.1933197912183555
6,2.3472619303712995e-07,4.975940779497207
7,1.994212106240642e-08,5.904462369283804
8,1.6942516027725627e-09,7.006016812763356
9,1.439396991342922e-10,8.312754903346303
10,1.222865500282621e-11,9.862762768739925
11,1.038894288180795e-12,11.701141852186169
12,8.82587098119244e-14,13.881278968398064
13,7.49783948886041e-15,16.466337221174726
14,6.3695041773625e-16,19.531002437849768
15,5.4108357213685294e-17,23.163523614127886
16,4.5963204708055405e-18,27.46808938391748
17,3.9042814082346435e-19,32.5675852778441
18,3.3163012178024025e-20,38.60677782848877
19,2.8167321108119542e-21,45.7559704195317
20,2.392279361976097e-22,54.215170723515016
21,2.031647472213129e-23,64.21879860439127
22,1.7252395406400498e-24,76.04094367332755
23,1.4649018445676292e-25,90.00114946893164
24,1.2437068294975029e-26,106.47065141025492
25,1.055768733384353e-27,125.87892163995292
26,8.96086937962035e-29,148.72026729793046
27,7.604128778546478e-30,175.56007951942047
28,6.451369651386218e-31,207.04012691874289
29,5.471925196718275e-32,243.8820173208539
30,4.639741480319587e-33,286.8876043169898
31,3.932683983469675e-34,336.93468534666675
32,3.3319484488048545e-35,394.96583148929074
33,2.8215603364043917e-36,461.9676333899701
34,2.3879495588775527e-37,538.9371055477981
35,2.0195891650407172e-38,626.8315789116333
36,1.7066883406503e-39,726.4983194563949
37,1.44093153701317e-40,838.5806184345187
38,1.2152567629362907e-41,963.398579692005
39,1.0236671157053642e-42,1100.8057091656663
40,8.610705113602265e-44,1250.0270811368614
41,7.231433284708018e-45,1409.49148246514
42,6.062143247379628e-46,1576.6781852409392
43,5.071657409846982e-47,1748.0076983669153
44,4.233489884546264e-48,1918.8127283579609
45,3.525127354313746e-49,2083.4273109020933
46,2.9274157667276277e-50,2235.424905464652
47,2.4240378812755566e-51,2368.017400723711
48,2.001069395576165e-52,2474.5966317876287
49,1.6466035561931514e-53,2549.36302850888
50,1.350435779793345e-54,2587.9522042777207
51,1.1038008701624395e-55,2587.9520383687436
52,8.991559848988597e-57,2549.210192606505
53,7.300027346827027e-58,2473.8674224205697
54,5.907419009726028e-59,2366.1073816257444
55,4.7655445390443973e-60,2231.672433441192
56,3.8330300001126556e-61,2077.2391339889364
57,3.074485409677701e-62,1909.7644045992538
58,2.4597841847621095e-63,1735.9022891886166
59,1.9634241753263225e-64,1561.559614806804
60,1.5639504130353931e-65,1391.6196435530392
61,1.243428288823205e-66,1229.8277736877342
62,9.869619703990921e-68,1078.809663191213
63,7.822564654206004e-69,940.1814977645575
64,6.192232572160688e-70,814.7122093535218
65,4.896295264248268e-71,702.5042251522946
66,3.867902619156131e-72,603.1688423435635
67,3.053015688346139e-73,515.9817138403384
68,2.4081253970327854e-74,440.01162050046327
69,1.898323454340221e-75,374.2211701849838
70,1.4956878609846466e-76,317.5414359382653
71,1.1779440005904861e-77,268.9242633178832
72,9.273631077326496e-79,227.37654642000425
73,7.298622790517303e-80,191.98063818329825
74,5.742735207223983e-81,161.9045590043574
75,4.5175310622683807e-82,136.40502460720418
76,3.5530638473843315e-83,114.82566561897812
77,2.7940688635986904e-84,96.59222879018489
78,2.1969196928958632e-85,81.20606246153015
79,1.727202731491793e-86,68.23680104608431
80,1.3577886087780252e-87,57.31486633591071
81,1.0673016023258057e-88,48.12418329311596
82,8.38906854185088e-90,40.395349490500834
83,6.593506936828894e-91,33.899386513054544
84,5.1820210249704694e-92,28.442126491801208
85,4.072537340136936e-93,23.859237891000912
86,3.200493034984667e-94,20.01186422918419
87,2.5151093818139502e-95,16.782831938342305
88,1.976455107759055e-96,14.07337489242878
89,1.553133253641237e-97,11.80032026188828
90,1.2204598913264964e-98,9.893681148052675
91,9.590305903927644e-100,8.294604442932492
92,7.535923981297248e-101,6.953626542157948
93,5.92156430305936e-102,5.829194245899837
94,4.652998868593882e-103,4.886412987034106
95,3.6561714872412666e-104,4.095989165098348
96,2.872881735352297e-105,3.433337688481399
97,2.257391631626098e-106,2.8778297603614806
98,1.7737580239701014e-107,2.41215945929784
99,1.3937356548936018e-108,2.021810766627865
100,1.0951289336344116e-109,1.694609401510923
101,8.604964739494079e-111,1.4203461719428077
102,6.761329449876541e-112,1.1904605720405965
