,A(H1N1)pdm09_0-14,A(H3N2)_0-14,B_0-14
17,10701.0,0.0,0.0
18,0.0,0.0,2620.0
19,651.0,651.0,651.0
20,1509.0,378.0,1132.0
21,3080.0,0.0,440.0
22,7576.0,0.0,1196.0
23,12889.0,0.0,2802.0
24,12010.0,0.0,4461.0
25,15052.0,224.0,2890.0
26,10196.0,0.0,3492.0
27,3237.0,0.0,446.0
28,10630.0,154.0,2619.0
29,3437.0,172.0,1375.0
30,5266.0,0.0,3512.0
31,2380.0,217.0,2163.0
32,1177.0,0.0,1513.0
33,806.0,0.0,0.0
34,0.0,0.0,1321.0
35,0.0,0.0,256.0
36,270.0,0.0,1625.0
37,506.0,0.0,0.0
38,2789.0,0.0,0.0
39,1676.0,0.0,0.0
