,0-14,15 и ст.
0,2.20798675223352,1.8362627932910027
1,2.2661804111196946,1.0171027998822058
2,2.7733559084984396,0.7226937309037124
3,3.422530515349451,0.5181402055455068
4,4.226312445748498,0.37175893022188117
5,5.218992927359855,0.2667390222230152
6,6.4447725694401985,0.1913849939202455
7,7.958340936283987,0.1373169451570692
8,9.827208796179733,0.09852222667226311
9,12.134694818788805,0.07068654673523976
10,14.983611169891635,0.050714255684253313
11,18.500800677834015,0.03638412657291814
12,22.84271765656745,0.026102362206848313
13,28.202285912139867,0.018725367675282583
14,34.81731625858253,0.013432582939096006
15,42.98082297478989,0.009635235650809653
16,53.05364439105054,0.006910868164471955
17,65.4798468007961,0.00495635848945406
18,80.80547143554242,0.003554211308803171
19,99.70126739509443,0.0025483707257219464
20,122.9901316857515,0.0018268651685846714
21,151.68003774019132,0.0013093545930531975
22,187.0032541536533,0.0009381952394320171
23,230.4626010115033,0.0006720283465371668
24,283.88530808817285,0.0004811798822913986
25,349.48464594362724,0.0003443597336411017
26,429.9287781329816,0.00024629329699441395
27,528.4150605798226,0.00017602209288971964
28,648.7460600407262,0.00012568442417631962
29,795.4005744329803,8.964047820505446e-05
30,973.5885470424919,6.384457624965294e-05
31,1189.2725843902858,4.5394756794616835e-05
32,1449.1305055379098,3.220959954289592e-05
33,1760.4229600020808,2.27963468810441e-05
34,2130.7183363482823,1.6084532549446867e-05
35,2567.4159499499865,1.1306612416114258e-05
36,3077.002041986373,7.912319657704376e-06
37,3663.9787680079116,5.507217597983287e-06
38,4329.435044798905,3.8086150287360345e-06
39,5069.29333965052,2.613940288995678e-06
40,5872.379866953502,1.7780563678477997e-06
41,6718.627540758348,1.196993755335182e-06
42,7577.9059839489455,7.962910232537033e-07
43,8410.115538260612,5.226442347260354e-07
44,9167.17689138117,3.3793199528567604e-07
45,9797.281110612877,2.149442004669017e-07
46,10251.189414169115,1.3432914807145326e-07
47,10489.59701789085,8.240766977637502e-08
48,10489.898783413013,4.9600450291756196e-08
49,10250.499482357682,2.9287094832816796e-08
50,9791.334703777207,1.6969988682663115e-08
51,9150.386675059235,9.6565427043845e-09
52,8377.215539174887,5.4021770018018685e-09
53,7525.321197332876,2.9751584941306583e-09
54,6645.2040618850715,1.6154963010855754e-09
55,5779.411770421268,8.662622855105696e-10
56,4960.020244808548,4.594419553440729e-10
57,4208.282822603357,2.413846003430852e-10
58,3535.7904375439343,1.2580461034238337e-10
59,2946.416788723282,6.512406204898125e-11
60,2438.458794192772,3.3521925338241595e-11
61,2006.5933461016098,1.7174282797207168e-11
62,1643.4664079792415,8.764932860688434e-12
63,1340.8702838903394,4.459036189076047e-12
64,1090.5457202468085,2.2626021848903624e-12
65,884.6806210787481,1.1456697113430416e-12
66,716.1834257270581,5.791179698420551e-13
67,578.8005797818162,2.9232926585809813e-13
68,467.13334206142315,1.473976310306704e-13
69,376.59464006052525,7.425325100664258e-14
70,303.3342045533885,3.737862474117171e-14
71,244.1504991813145,1.880510077565093e-14
72,196.4008897656878,9.456323486890226e-15
73,157.91661262610896,4.753390395139603e-15
74,126.9258771933695,2.3886447618021796e-15
75,101.98640680612539,1.2000315719771974e-15
76,81.92750914034511,6.027647040613783e-16
77,65.80109658497747,3.0271496640851345e-16
78,52.840750464738605,1.520073200170988e-16
79,42.427807252257956,7.632214437318064e-17
80,34.06345124749389,3.83178255447404e-17
81,27.34586988704957,1.9236339298407463e-17
82,21.95162968481344,9.656526702714796e-18
83,17.620541814699116,4.847311780392538e-18
84,14.143394681564207,2.4331344431606877e-18
85,11.352030367639578,1.2212914971559075e-18
86,9.111329946675049,6.13003548716318e-19
87,7.312748713899002,3.0767978360110975e-19
88,5.8691068906585935,1.5442896765673476e-19
89,4.710395386446092,7.750926637074399e-20
90,3.7804010148570653,3.890223137985192e-20
91,3.033992467537879,1.9525052544310634e-20
92,2.4349385790027944,9.799577497090326e-21
93,1.9541550683105093,4.918361418720334e-21
94,1.568295982480519,2.468492878728759e-21
95,1.2586223122320064,1.2389163828428707e-21
96,1.0100933939918006,6.218004783805165e-22
97,0.8106373282126955,3.1207519895966867e-22
98,0.6505652077086994,1.5662705306604168e-22
99,0.5221008506249235,7.860926740598114e-23
100,0.4190032890925165,3.945302256021802e-23
101,0.3362637355779888,1.9800969710521748e-23
102,0.2698623445879379,9.937848105358617e-24
103,0.21657297788681634,4.9876735666661524e-24
104,0.17380650423784128,2.503245862032283e-24
105,0.13948503085969727,1.2563447963194945e-24
106,0.1119409627624975,6.305420668909611e-25
107,0.08983598993479619,3.1646026860921417e-25
108,0.07209606898615839,1.58826967143216e-25
109,0.05785924194947257,7.971301443842464e-26
110,0.04643375801445131,4.000683304194603e-26
111,0.03726446413809851,2.007886111229807e-26
112,0.029905831975606968,1.0077294395568185e-26
113,0.02400031084878223,5.057650225803583e-27
114,0.019260955141742343,2.5383623431563388e-27
115,0.015457482130899506,1.2739677234554823e-27
116,0.012405082891175747,6.39386144406761e-28
117,0.009955442660143903,3.2089873572634475e-28
118,0.007989534378484006,1.610544699805682e-28
119,0.00641183527026543,8.083092580483676e-29
120,0.005145685463299777,4.0567880456338467e-29
121,0.004129563135836007,2.0360436205461179e-29
122,0.00331409520617091,1.0218610252489903e-29
123,0.0026596583193533394,5.1285735613265976e-30
124,0.002134453566107656,2.5739573178953986e-30
125,0.0017129613867055806,1.2918321571617594e-30
126,0.0013747015850120875,6.48351977371383e-31
127,0.0011032382027759038,3.2539853038105303e-31
128,0.0008853809016880659,1.6331284093037467e-31
129,0.0007105440488381581,8.19643651606826e-32
130,0.000570232363865912,4.1136735535632645e-32
131,0.00045762813564266416,2.0645935649444933e-32
132,0.0003672599515142151,1.036189801918214e-32
133,0.0002947368427854851,5.200487510298802e-33
134,0.0002365349286696436,2.6100498460061173e-33
135,0.00018982619180117475,1.3099464582920634e-33
136,0.0001523410655679265,6.57443276642875e-34
137,0.00012225815642091057,3.2996131951730972e-34
138,9.811574279986525e-05,1.6560283787174784e-34
139,7.874075043135561e-05,8.311368116138685e-35
140,6.31917529278237e-05,4.171356049158082e-35
141,5.071322810132219e-05,2.093543571115068e-35
142,4.06988473177175e-05,1.0507193900674818e-35
143,3.266201413016219e-05,5.273409408854685e-36
144,2.621222067122604e-05,2.6466482920666013e-36
145,2.1036072966485633e-05,1.3283146895025375e-36
146,1.688206319409887e-05,6.6666202667164184e-37
147,1.3548348978073925e-05,3.3458807713541005e-37
148,1.0872945913978134e-05,1.6792494079367418e-37
149,8.725856784216222e-06,8.427911114283807e-38
150,7.002755023290996e-06,4.229847300427982e-38
151,5.619915514098171e-06,2.12289948743901e-38
152,4.510146403827624e-06,1.0654527016291211e-38
153,3.6195242673512987e-06,5.347353777772609e-39
154,2.904773980444289e-06,2.68375990606963e-39
155,2.3311659914861632e-06,1.3469404742445179e-39
156,1.870828820561293e-06,6.760100398872133e-40
157,1.5013947906798184e-06,3.392797103992079e-40
158,1.204913187512359e-06,1.7027960399440241e-40
159,9.669780383210788e-07,8.546088271033365e-41
160,7.76028129066812e-07,4.289158714425822e-41
161,6.227852476850861e-07,2.152667032455395e-41
162,4.998033579014894e-07,1.0803926040389138e-41
163,4.011067980460951e-07,5.422334997760683e-42
164,3.2189992503081367e-07,2.721391901240603e-42
165,2.5833409515751143e-07,1.3658274310222134e-42
166,2.0732065940810978e-07,6.854891316761044e-43
167,1.6638088670094247e-07,3.440371301476871e-43
168,1.3352552291900585e-07,1.726672844991867e-43
169,1.0715813351106116e-07,8.665922519327173e-44
170,8.599753310486415e-08,4.34930179905157e-44
171,6.9015533005316e-08,2.1828519810835735e-44
172,5.538698174282484e-08,1.0955419953517336e-44
173,4.4449671153641846e-08,5.498367612554932e-45
174,3.5672159837860194e-08,2.759551576394307e-45
175,2.8627950544319827e-08,1.3849792228135958e-45
176,2.2974766767504147e-08,6.951011403568572e-46
177,1.8437921611049966e-08,3.4886125897529855e-46
178,1.479697081478315e-08,1.750884453323504e-46
179,1.187500141894075e-08,8.787437097184012e-47
180,9.53003560424387e-09,4.410288216928758e-47
181,7.648132022392218e-09,2.2134601865444203e-47
182,6.137849412219615e-09,1.1109038131818608e-47
183,4.925803489895893e-09,5.575466365485575e-48
184,3.953101223494486e-09,2.7982463309423994e-48
185,3.1724792341490133e-09,1.4043995632552972e-48
186,2.5460072793708144e-09,7.048479297415565e-49
187,2.0432452313113125e-09,3.5375303229900225e-49
188,1.6397639979678747e-09,1.7754355596479294e-49
189,1.3159585192355719e-09,8.910655566615864e-50
190,1.056095161556658e-09,4.472129793469224e-50
191,8.475472242934146e-10,2.244497583832737e-50
192,6.801814112552699e-10,1.1264810362140617e-50
