,A(H1N1)pdm09_0-14,A(H1N1)pdm09_15 и ст.,A(H3N2)_0-14,A(H3N2)_15 и ст.,B_0-14,B_15 и ст.
27,3851.92913986429,5447.785848727954,5.556573606488307e-19,1425.295977384965,2756.3527641533883,1.1040181906253588e-19
28,2658.7802008181793,4220.976460459553,6.753707233759651e-20,1070.316450318275,2324.2380373608626,1.431533821625759e-20
29,1811.2887961978818,3248.8903032853364,8.035767270662745e-21,778.7794082354274,1911.2337372085894,1.7940037557407042e-21
30,1224.6113816365303,2493.5146452234153,9.418071084733834e-22,553.6303384026855,1542.84422652347,2.1899808982041855e-22
31,824.3357174316429,1911.7702184541195,1.0920838006019254e-22,386.9591308906555,1228.7753931414982,2.620542075324568e-23
32,553.454292119651,1465.3833411494209,1.2567321601223403e-23,267.15924480026223,969.0655969283398,3.0889593786522856e-24
33,370.9896872155687,1123.2803128214164,1.4383086016030349e-24,182.81167720700023,758.7785678793266,3.600285871222214e-25
34,248.42048853225793,861.1568589739737,1.6395941188071283e-25,124.28720231325703,591.0031459960269,4.161014022117924e-26
35,166.22687653776424,660.2881492115257,1.8636212962914302e-26,84.10100922838751,458.54226152211606,4.778854142243893e-27
36,111.17109669478585,506.32663755855555,2.1137175831337457e-27,56.71250489651976,354.7491723364455,5.462627666462738e-28
37,74.32203875625837,388.29498313326417,2.393557063397864e-28,38.14673079640367,273.8644623770011,6.222253194314676e-29
38,49.67282498111064,297.7941607200586,2.707217920217675e-29,25.610945549129212,211.08495133841626,7.068802631735079e-30
39,33.19134886299195,228.39479310875834,3.0592451383166634e-30,17.170949700682396,162.50241126685165,8.01460982511589e-31
