,Все
39,4556.0
40,3453.0
41,4139.0
42,6440.0
43,17147.0
44,28335.0
45,30047.0
46,35775.0
47,29277.0
48,7792.0
49,27646.0
50,8790.0
51,16819.0
52,8879.0
53,5078.0
54,1464.0
55,2348.0
56,448.0
57,3310.0
58,891.0
59,4933.0
60,3188.0
