,A(H1N1)pdm09_0-14,A(H3N2)_0-14,B_0-14
0,2.3304946578818475,1.1963595798557913,2.2793392373597317
1,2.805989156433603,0.05668901841093431,2.5725208125212964
2,3.961490585415538,0.005014404515533322,3.4272091573178796
3,5.637294652180037,0.0004473502398484555,4.602980934816363
4,8.026493938361055,3.984239922244483e-05,6.185661523838283
5,11.42798434678349,3.5480019755859145e-06,8.312299538720357
6,16.26962445762048,3.159350604295411e-07,11.169136844939464
7,23.15978540842082,2.8130115469544338e-08,15.00604374282842
8,32.962540572332415,2.5043100676172013e-09,20.15768805352672
9,46.903814322441576,2.229077493336077e-10,27.071665111882442
10,66.7203309480787,1.9835880174688402e-11,36.34541905977004
11,94.86731985817961,1.7645071463213773e-12,48.774194121551744
12,134.8055999301952,1.5688454049412932e-13,65.41237260642708
13,191.39328809331198,1.3939165029601757e-14,87.65015539805292
14,271.4101029236774,1.2372995972689423e-15,117.30601726193815
15,384.2388505442894,1.0968054956645497e-16,156.73160390875543
16,542.7105266397862,9.704470044039909e-18,208.91778469439637
17,764.0701088805966,8.564141913187712e-19,277.57529462993665
18,1070.911016884544,7.530562031658998e-20,367.1362993827937
19,1491.7139006107147,6.588725126735057e-21,482.5793159842777
20,2060.2586956590167,5.725180159181927e-22,628.9176286596513
21,2812.6381022638234,4.9282780130057266e-23,810.1231556189255
22,3780.0097951739745,4.1886735285973545e-24,1027.232407751674
23,4975.075652778105,3.5000968669822457e-25,1275.514927035195
24,6371.688877860204,2.8602833160972136e-26,1541.0678257910208
25,7881.537918765833,2.2717127488555754e-27,1798.1800041510521
26,9339.908487224859,1.7415193623722753e-28,2010.0146106525121
27,10519.588375160609,1.2798375160603384e-29,2135.3960116324324
28,11186.79608455484,8.963454904981477e-31,2141.950648529076
29,11186.796634142827,5.959674147788639e-32,2020.4508682484536
30,10513.59758003181,3.758277813985799e-33,1791.2683768782592
31,9315.114814774224,2.2529136304971506e-34,1497.2790311584263
32,7828.532903841204,1.2901467019913573e-35,1187.257815402812
33,6290.581829344833,7.105116097805181e-37,900.2279760598907
34,4874.328791711252,3.790485870761601e-38,658.2920734803374
35,3671.4020547598293,1.9724966473641735e-39,467.97050155305504
36,2706.7285261910833,1.0072793280948798e-40,325.6482356480062
37,1964.203630084113,5.072547525092668e-42,223.06768105261412
38,1409.1021171516472,2.528722047247915e-43,151.0642019794971
39,1002.5969050109422,1.2514687190999795e-44,101.4687240119176
40,709.2092020896107,6.1616489005550914e-46,67.7611178459524
41,499.61291882186543,3.022677781793356e-47,45.06615300879079
42,350.9432966107795,1.4790251337586148e-48,29.88629380319414
43,246.01468152524134,7.224058511048286e-50,19.779717130693985
44,172.2149851595466,3.524061136267779e-51,13.072482878856112
45,120.4349259203293,1.7176175072170768e-52,8.631190722387402
46,84.16575292813742,8.366527500052296e-54,5.694911702363453
47,58.79094560255318,4.073615074942063e-55,3.7557522442066187
48,41.052604314563304,1.9828351271197762e-56,2.47607192716951
49,28.659605892482347,9.649482673248371e-58,1.632035618226862
50,20.00458655182913,4.695257143852103e-59,1.0755397456439493
51,13.961758857786352,2.2843967343919654e-60,0.708720350678453
52,9.74353862573341,1.1113570530905714e-61,0.4669707406065404
53,6.799385137630204,5.406481985292077e-63,0.30766706008845535
54,4.74467107945744,2.6300338723509358e-64,0.2027010623367573
55,3.3107860747465754,1.2793747686063913e-65,0.13354255965592043
56,2.3101923974155523,6.22339204007559e-67,0.0879782797025981
57,1.6119799106758133,3.027273241525947e-68,0.057959647276367626
58,1.1247790823009465,1.472558851302878e-69,0.03818318675795392
59,0.784823760343099,7.162940020959134e-71,0.0251545146599014
