,0-14,15 и ст.
17,624.0,406.0
18,746.0,492.0
19,2430.0,1512.0
20,4263.0,2701.0
21,3142.0,2050.0
22,4663.0,2823.0
23,2862.0,1190.0
24,10454.0,7624.0
25,22106.0,16147.0
26,36178.0,28703.0
27,20619.0,20098.0
28,11341.0,11685.0
29,7803.0,7104.0
30,5481.0,3787.0
31,12445.0,8239.0
32,5431.0,3105.0
33,5898.0,3556.0
34,6416.0,4265.0
35,5509.0,3663.0
36,4950.0,3029.0
37,11072.0,6693.0
38,6077.0,3639.0
39,12154.0,7334.0
40,3939.0,2327.0
41,3475.0,2277.0
42,2328.0,1819.0
43,825.0,703.0
44,1169.0,1098.0
