,0-14,15 и ст.
0,2.270008067662711,2.213296879373164
1,2.4675363417986538,2.304008414257311
2,3.1107738529649076,2.8729028061598116
3,3.931750372625765,3.618190903407413
4,4.963239191714003,4.562165907776204
5,6.26168835435333,5.753601306054097
6,7.898168275327817,7.256548889599399
7,9.961516693872412,9.152153181873546
8,12.563349969845348,11.542827328122554
9,15.844184782559534,14.557716337787442
10,19.98101347950155,18.35961479125587
11,25.196766714091485,23.15368187976426
12,31.772164322105848,29.198399712095583
13,40.06055464654771,36.819333992833016
14,50.50647027706813,46.426390519873884
15,63.668781272276775,58.53542109783001
16,80.24950222276227,73.7952212180483
17,101.12950051832041,93.02117965310376
18,127.41254619514903,117.23708320036945
19,160.47931230704148,147.72683700235015
20,202.0530314697434,186.09810827818106
21,254.27845837943622,234.36009401570965
22,319.815447789574,295.01767257780415
23,401.94762432056746,371.18399407266855
24,504.70497657718283,466.7128839401634
25,632.9962859633722,586.350951385283
26,792.7424450027572,735.9065193606148
27,990.9940708320902,922.4277232545031
28,1236.005361525236,1154.3744084289995
29,1537.2199068888845,1441.756603487277
30,1905.1027268028774,1796.195076887761
31,2350.7272947872457,2230.835843522127
32,2885.0011295071627,2760.020743357749
33,3517.3989528476322,3398.583509353367
34,4254.087309661194,4160.61367844013
35,5095.397607443386,5057.526588376027
36,6032.769591756626,6095.325061917481
37,7045.566560480818,7271.075157476661
38,8098.534248337722,8568.879890682323
39,9141.02566586266,9956.025160758993
40,10109.222159828481,11380.419711718107
41,10932.172287418223,12770.769736453636
42,11541.399509263665,14040.833416667452
43,11882.323426645846,15098.33189039266
44,11924.480798593446,15857.646519089536
45,11667.358640696353,16253.753034515517
46,11139.9332391551,16253.753033552537
47,10394.224225876016,15862.615427805547
48,9495.17149459908,15121.44842653463
49,8509.955793683474,14099.0556517439
50,7499.352234305295,12879.532274759178
51,6512.4124084623445,11549.385978056573
52,5584.484469040496,10187.052280719363
53,4737.776476346089,8856.293012202992
54,3983.417911530778,7603.564855256159
55,3324.1036502802203,6458.51302740441
56,2756.6927870341156,5436.397897512513
57,2274.4240393656555,4541.353834804486
58,1868.6269307647426,3769.6846231739883
59,1529.940681508753,3112.7367928932476
