,15 и ст.
22,7549.0
23,1936.0
24,1500.0
25,1120.0
26,2920.0
27,8375.0
28,12644.0
29,13576.0
30,17609.0
31,15589.0
32,4109.0
33,14243.0
34,3806.0
35,8041.0
36,4119.0
37,2388.0
38,658.0
39,1027.0
40,192.0
41,1415.0
42,385.0
43,2144.0
44,1512.0
