,0-14,15 и ст.
1,2620.0,1936.0
2,1953.0,1500.0
3,3019.0,1120.0
4,3520.0,2920.0
5,8772.0,8375.0
6,15691.0,12644.0
7,16471.0,13576.0
8,18166.0,17609.0
9,13688.0,15589.0
10,3683.0,4109.0
11,13403.0,14243.0
12,4984.0,3806.0
13,8778.0,8041.0
14,4760.0,4119.0
15,2690.0,2388.0
16,806.0,658.0
17,1321.0,1027.0
18,256.0,192.0
19,1895.0,1415.0
20,506.0,385.0
21,2789.0,2144.0
22,1676.0,1512.0
