,0-14,15 и ст.
0,4.835561067569788,2.2702927469974905
1,19.49188027181338,3.466779373308915
2,68.07590974334984,9.230175958322299
3,229.84607169412158,29.03291763796588
4,761.233516462793,95.40140543359232
5,2422.5511821824557,313.1113234550788
6,6836.013087817608,987.620052337799
7,13842.598160459165,2753.2848530215088
8,14326.701613326402,5809.727222590964
9,6928.256594631656,8403.551058045889
10,2758.71822082159,9328.16102533896
11,1506.044442914165,9220.805938326615
12,982.8506875086912,8580.758717307119
13,665.6686132325248,7627.601755419873
14,455.4687262688248,6523.922731364293
15,314.328730443097,5402.653899566178
16,218.95196108346283,4357.159255656345
17,153.96266097058452,3440.0322853599605
18,109.22771590691902,2670.791797938752
19,78.09934952583102,2046.7544794264631
20,56.211035558996294,1552.9551792428715
21,40.67432888864532,1169.4002161379512
22,29.557026909891732,875.5672387701788
23,21.549257435365185,652.7692114008395
24,15.750726027397356,485.1158019803572
25,11.534545970531367,359.66817659263097
26,8.459140962549965,266.19223498062985
27,6.210410345319561,196.75409454849463
28,4.563134335278966,145.28959685506652
29,3.354790472857694,107.21037457599273
30,2.4675140982652124,79.06995384250502
31,1.8154990039793275,58.29325016178185
32,1.3360952486174118,42.963660609963476
33,0.9834592531766959,31.658698253385815
34,0.7239899499564667,23.32478250600181
35,0.5330290738481291,17.18274801591369
36,0.3924644856298732,12.657010811317209
37,0.28898330409665834,9.322723476730555
38,0.2127953005386953,6.866487861540838
39,0.1566981096550566,5.0572209557928005
40,0.11539172066944021,3.724589902036774
41,0.08497521930962104,2.743071225601052
42,0.06257702502957703,2.020179139393034
43,0.04608304778696322,1.4877788817749067
44,0.03393674412169163,1.0956800091729275
45,0.024992007394073052,0.8069130871618033
46,0.018404904607739823,0.5942484627955823
47,0.013553987436894403,0.43763103490301153
48,0.009981628001035405,0.32229029581980984
49,0.007350828095045801,0.23734804618412975
50,0.005413418255755431,0.17479281994168788
51,0.003986641807547379,0.1287244798545632
52,0.0029359123376128562,0.09479783717353826
53,0.002162116659274879,0.06981287302304978
54,0.001592264779635642,0.05141294064550264
55,0.0011726044762492864,0.037862498516804476
56,0.0008635507691485498,0.02788341827022279
57,0.0006359518770739237,0.020534432192320963
58,0.00046833937168076013,0.01512235189513796
59,0.0003449031111099696,0.011136685338466408
60,0.0002539999171096997,0.008201485749966948
61,0.00018705531502430177,0.006039891023678171
62,0.00013775473692901854,0.004448009008689417
63,0.0001014478946852101,0.0032756855435798287
64,7.471013851347949e-05,0.002412341249216173
65,5.501942519611606e-05,0.0017765411717952967
66,4.05184253650449e-05,0.0013083134522083625
67,2.983933033071732e-05,0.00096349249060699
68,2.197483318136502e-05,0.0007095530306712693
69,1.618311434699619e-05,0.0005225422164637454
70,1.1917869336162892e-05,0.0003848202396244273
71,8.776778480125226e-06,0.00028339646420935417
72,6.463558074648442e-06,0.00020870408451866045
73,4.7600133825151525e-06,0.000153697735685732
74,3.5054573896591026e-06,0.00011318893921817266
75,2.5815539850502314e-06,8.335669941449567e-05
76,1.9011558947224513e-06,6.138708766457678e-05
77,1.4000845064234543e-06,4.520781841503609e-05
78,1.03107621575835e-06,3.3292780666876676e-05
