,A(H3N2)_0-14,B_0-14
35,0.0,0.0
36,0.0,2620.0
37,651.0,651.0
38,378.0,1132.0
39,0.0,440.0
40,0.0,1196.0
41,0.0,2802.0
42,0.0,4461.0
43,224.0,2890.0
44,0.0,3492.0
45,0.0,446.0
46,154.0,2619.0
47,172.0,1375.0
48,0.0,3512.0
49,217.0,2163.0
50,0.0,1513.0
51,0.0,0.0
52,0.0,1321.0
53,0.0,256.0
54,0.0,1625.0
55,0.0,0.0
56,0.0,0.0
57,0.0,0.0
