,0-2
4,852.0
5,720.0
6,1253.0
7,1433.0
8,2853.0
9,4015.0
10,3902.0
11,4506.0
12,3724.0
13,1043.0
14,3833.0
15,1559.0
16,2932.0
17,1776.0
18,1038.0
19,300.0
20,471.0
21,89.0
22,681.0
23,192.0
24,1113.0
25,662.0
