,0-14,15 и ст.
60,2620.0,1936.0
61,1953.0,1500.0
62,3019.0,1120.0
63,3520.0,2920.0
64,8772.0,8375.0
65,15691.0,12644.0
66,16471.0,13576.0
67,18166.0,17609.0
68,13688.0,15589.0
69,3683.0,4109.0
70,13403.0,14243.0
71,4984.0,3806.0
72,8778.0,8041.0
73,4760.0,4119.0
74,2690.0,2388.0
75,806.0,658.0
76,1321.0,1027.0
77,256.0,192.0
78,1895.0,1415.0
79,506.0,385.0
80,2789.0,2144.0
81,1676.0,1512.0
