,0-2
0,852.0
1,720.0
2,1253.0
3,1433.0
4,2853.0
5,4015.0
6,3902.0
7,4506.0
8,3724.0
9,1043.0
10,3833.0
11,1559.0
12,2932.0
13,1776.0
14,1038.0
15,300.0
16,471.0
17,89.0
18,681.0
19,192.0
20,1113.0
21,662.0
