,Все
58,4556.0
59,3453.0
60,4139.0
61,6440.0
62,17147.0
63,28335.0
64,30047.0
65,35775.0
66,29277.0
67,7792.0
68,27646.0
69,8790.0
70,16819.0
71,8879.0
72,5078.0
73,1464.0
74,2348.0
75,448.0
76,3310.0
77,891.0
78,4933.0
79,3188.0
