,A(H1N1)pdm09_0-14,A(H3N2)_0-14,B_0-14,A(H1N1)pdm09_15 и ст.,A(H3N2)_15 и ст.,B_15 и ст.
0,1.850121296164862,1.381013141917339,1.7676485374871902,2.2641598039662427,2.1502449042854894,2.1541211303260677
1,1.343594012791158,0.409704885890925,1.082614287166063,2.389733357178245,1.8546646868296994,1.9541464831586384
2,1.523870639200943,0.369140190392904,1.0682989118662924,2.9021531313602322,1.8512346860414062,2.0714180557448367
3,1.8293998145089825,0.3672279813158662,1.1188310393247711,3.5357134204827103,1.8588424458688744,2.203109914434312
4,2.2209157424214574,0.3685977998765051,1.1856095847001566,4.305663601964185,1.8672866494465994,2.3421382604002745
5,2.702273677775815,0.3702474665206342,1.2593273294929137,5.24225925649482,1.8757854958170337,2.489445195060643
6,3.2894563614253762,0.3719256464799368,1.3382658341095806,6.382263572496801,1.8843131413159862,2.645883348131204
7,4.004578633720897,0.3736109143794887,1.422284331102283,7.770048072121554,1.8928690114247821,2.81211055244703
8,4.875215813800759,0.37530108994432715,1.5115970183936582,9.459499585443856,1.901451837248893,2.988758172930221
9,5.935093671760713,0.37699554299923344,1.6065106963001559,11.516171965666635,1.9100598359238314,3.176481060910507
10,7.225296277211902,0.3786936773765294,1.7073681412527018,14.019837954534415,1.9186907981136008,3.3759708230145815
11,8.79582652006249,0.3803947800273279,1.8145364588191564,17.067573847302366,1.9273420206192808,3.5879605423211385
12,10.707525426295364,0.3820979818859437,1.9284053154521046,20.77750397442756,1.936010201252555,3.8132276543822856
13,13.03440894569676,0.3838022225738423,2.0493873251703287,25.293348847876924,1.9446913083087345,4.052596460993988
14,15.866505819857839,0.38550620842047784,2.177918872412331,30.789948102842672,1.9533804211214219,4.306940590676218
15,19.313300305994204,0.3872083613646345,2.3144609659001567,37.47996378979741,1.9620715355482172,4.577185449301305
16,23.50790499455016,0.3889067566721026,2.459499998446713,45.62201094321521,1.9707573267489122,4.8643106369154285
17,28.612113544260367,0.3905990470479952,2.6135483378814155,55.530511336659515,1.9794288599746437,5.169352280245899
18,34.82251157685912,0.3922823702256415,2.7771446707016887,67.58762377924602,1.9880752381252713,5.493405209338569
19,42.37785653728545,0.3939532365183155,2.9508540005153883,82.25767098312267,1.9966831724868226,5.83762488248358
20,51.56797402946131,0.39560739211691615,3.135267175042422,100.10455939640045,2.0052364602695003,6.20322893290958
21,62.74445852323378,0.39723965309493914,3.330999778624884,121.81277430095516,2.0137153492665565,6.591498171413156
22,76.33350920573903,0.3988437041333174,3.5386901802553203,148.21262669910118,2.022095766085847,7.003776828713878
23,92.85127477271294,0.4004118549001054,3.758996467747858,180.31052806900746,2.0303483799216226,7.4414717569577755
24,112.92211998006181,0.4019347458234329,3.992591924033063,219.3251681576716,2.0384374687129805,7.906050227861437
25,137.30025494265308,0.40340099371029814,4.240158608441105,266.73055946024647,2.046319548805157,8.399035861183632
26,166.89517457884352,0.404796766349936,4.502378490774742,324.3069731987806,2.0539417230016506,8.922002086426348
27,202.80132348163286,0.406105274009223,4.779921445516491,394.2007990323362,2.061239695415769,9.476562377025171
28,246.3323056915058,0.4073061647637093,5.0734292447908445,478.99427385339163,2.068135395258271,10.064356293300332
29,299.0597625031432,0.40837481020584643,5.383494490377524,581.7857832140714,2.0745341464146114,10.68703012140521
30,362.85669186350407,0.4092814686838093,5.710633198949525,706.2809536347174,2.080321316630326,11.34621059432847
31,439.9444067130721,0.4099903155227058,6.055249508279094,856.8938990729157,2.0853583812872447,12.043469823630982
32,532.9414277045961,0.41045833463699755,6.417590722483584,1038.8565850682198,2.0894783450419885,12.780279157484134
33,644.9112496696255,0.4106340749205015,6.797690693831967,1258.3320943199546,2.092480484267937,13.55794922060753
34,779.4039537464125,0.4104562896394156,7.195299402853966,1522.5243148533186,2.0941244102984156,14.377552908230975
35,940.4838822956895,0.40985250013322927,7.609796636963986,1839.771859368564,2.0941235160975573,15.239827645918872
36,1132.7318857511943,0.4087375593342142,8.040088016491604,2219.6074579596893,2.0921379678738115,16.14505287246446
37,1361.2058950685318,0.4070123391195437,8.484482471278167,2672.755279082925,2.087767551465612,17.092898588715787
38,1631.3378613865584,0.404562731186861,8.940551894236469,3211.0274485783902,2.0805448959132122,18.08224114762494
39,1948.7389006277526,0.40125923539856034,9.404976416799823,3847.067745626917,2.069929887729592,19.1109435385947
40,2318.8789037360925,0.39695751023700276,9.873382919402387,4593.8762729749815,2.0553064678606376,20.175599646876865
41,2746.604056984069,0.39150036825665196,10.340190301412424,5464.03662752239,2.0359834640810024,21.271245850852445
42,3235.4591735989234,0.38472179517123545,10.79848274793826,6468.561952911069,2.0112016219219133,22.39104941206275
43,3786.796513584645,0.37645361842984404,11.239941285847717,7615.2866546827745,1.980149477939293,23.525991896259335
44,4398.684980777813,0.36653539444722916,11.654872952886834,8906.768327943817,1.941991022523089,24.664577504705345
45,5064.688732654795,0.3548278506723418,12.032383237904618,10337.743477165119,1.8959079923438291,25.792610159259343
46,5772.663637441023,0.3412297341414061,12.360736913962098,11892.31253568389,1.841158800324221,26.893097727896205
47,6503.81527326758,0.325697136485792,12.6279397359265,13541.215300092823,1.7771542084397491,27.946353437113967
48,7232.349123812687,0.30826332327168693,12.822543937268268,15239.774361527732,1.7035466258416523,28.93036790752076
49,7926.079807590019,0.28905597240758435,12.934632649424241,16927.272064062094,1.6203254305089423,29.821513629678996
50,8548.29824237903,0.2683078773391995,12.956877999277095,18528.58666016351,1.527905593922605,30.59561083967466
51,9060.982348178479,0.24635707864645393,12.885510121650304,19958.727160371953,1.427192507460165,31.229327240619714
52,9429.084803189906,0.22363348972709926,12.721003109532548,21130.39129427693,1.3196042653883149,31.7018091965151
53,9625.225210554936,0.2006314951802312,12.468302307193612,21963.859700824454,1.207035769771764,31.996364540328074
54,9633.81133871873,0.17787127746438114,12.136495166834207,22397.63958127417,1.091757856427558,32.10196120694969
