,A(H1N1)pdm09_0-14,A(H3N2)_0-14,B_0-14,A(H1N1)pdm09_15 и ст.,A(H3N2)_15 и ст.,B_15 и ст.
46,0.0,624.0,0.0,0.0,406.0,0.0
47,186.0,560.0,0.0,123.0,369.0,0.0
48,1215.0,1215.0,0.0,756.0,756.0,0.0
49,3874.0,389.0,0.0,2455.0,246.0,0.0
50,3142.0,0.0,0.0,2050.0,0.0,0.0
51,4663.0,0.0,0.0,2823.0,0.0,0.0
52,2862.0,0.0,0.0,1190.0,0.0,0.0
53,9443.0,0.0,1011.0,6886.0,0.0,738.0
54,21772.0,147.0,187.0,15903.0,107.0,137.0
55,34726.0,112.0,1340.0,27551.0,89.0,1063.0
56,18609.0,0.0,2010.0,18139.0,0.0,1959.0
57,9838.0,173.0,1330.0,10136.0,179.0,1370.0
58,6689.0,0.0,1114.0,6089.0,0.0,1015.0
59,5034.0,174.0,273.0,3478.0,120.0,189.0
60,7289.0,0.0,5156.0,4826.0,0.0,3413.0
61,4421.0,0.0,1010.0,2527.0,0.0,578.0
62,3126.0,658.0,2114.0,1885.0,396.0,1275.0
63,2956.0,845.0,2615.0,1966.0,562.0,1737.0
64,1488.0,0.0,4021.0,990.0,0.0,2673.0
65,378.0,1132.0,3440.0,232.0,692.0,2105.0
66,0.0,0.0,11072.0,0.0,0.0,6693.0
67,0.0,433.0,5644.0,0.0,260.0,3379.0
68,0.0,639.0,11515.0,0.0,386.0,6948.0
69,0.0,657.0,3282.0,0.0,388.0,1939.0
70,0.0,0.0,3475.0,0.0,0.0,2277.0
71,0.0,0.0,2328.0,0.0,0.0,1819.0
72,0.0,0.0,825.0,0.0,0.0,703.0
73,0.0,0.0,1169.0,0.0,0.0,1098.0
