,A(H3N2)_0-14,B_0-14
0,2.18134354349861,2.227509653945308
1,2.1574583604439503,2.3477660456165195
2,2.554535624655599,2.9420934256141162
3,3.050300988217007,3.7174928472596616
4,3.644533665830533,4.700021105982653
5,4.354548043728838,5.942131750725148
6,5.202699994024059,7.512039420232055
7,6.215765613727282,9.495963880198333
8,7.425674690679259,12.002654544403605
9,8.870474388363483,15.169174320146354
10,10.595469508907064,19.168123819143165
11,12.654560214782391,24.216623274368587
12,15.11180341600654,30.58742825121522
13,18.043223655708182,38.6226047314457
14,21.538895977973564,48.750223296405686
15,25.705315399263885,61.50453219630002
16,30.66805268766496,77.5500036004811
17,36.57467051185037,97.70946602108111
18,43.597832489864444,122.99616118562503
19,51.93847319996825,154.64887988839553
20,61.828800584092335,194.16817356838322
21,73.53476200676474,243.34978424274206
22,87.35740885760364,304.308610639785
23,103.63233052496071,379.4824444127566
24,122.7259920164312,471.59916943443505
25,145.02741268825787,583.5842381034514
26,170.93321310264724,718.3778703182829
27,200.8237395069174,878.6257924896587
28,235.0279481394396,1066.2078780404916
29,273.7753065685775,1281.5830385037827
30,317.1345612628474,1522.9657807774815
31,364.9422481697609,1785.4187649480482
32,416.72846326657054,2060.046557694089
33,471.6531869384472,2333.587573332949
34,528.4717858375923,2588.770607225245
35,585.5503738675617,2805.748348145358
36,640.9471734035216,2964.672438674281
37,692.5629649623152,3049.0453676029047
38,738.344068553764,3049.0289189675755
39,776.5018231275569,2963.671981315726
40,805.7024440694371,2801.253538095849
41,825.1867405578109,2577.583230051327
42,834.7991307238425,2312.8446653182773
43,834.9309169288341,2028.0128783927155
44,826.4030302176016,1741.8373711383144
45,810.3218177136577,1468.9709511672943
46,787.9380936667288,1219.3238435160263
47,760.5294702603259,998.3672442246149
48,729.3145987714645,807.9791756582939
49,695.3991276544364,647.4677257317959
50,659.7481399854422,514.5276425893793
51,623.1780543602474,406.0102103748069
52,586.3612855978741,318.47683545386764
53,549.8382549216252,248.55788566169136
54,514.0328582733907,193.15893626297904
55,479.2688499777132,149.55873956595696
56,445.7856344611638,115.43666957886145
57,413.7526789438147,88.85820550191627
58,383.28222202802567,68.23832792020816
59,354.4402269709002,52.29571249922275
60,327.2556760321697,40.00549995316897
61,301.7283707797719,30.55493928934866
62,277.83542536431844,23.303960616392573
63,255.53663679590602,17.751371933644048
64,234.77890117529307,13.506601006620825
65,215.499825142287,10.266506115938551
66,197.63066153302032,7.79661149049616
67,181.09867933512416,5.916087856626601
68,165.82906127171785,4.485834334159215
69,151.74640788693577,3.3990873330406215
70,138.77591470621007,2.5740631491675057
71,126.8442786460425,1.948221451409612
72,115.88038106948088,1.4738106416115988
73,105.81578746383772,1.114420569143004
74,96.58509743116954,0.8423227230965099
75,88.12617334285942,0.6364233083255955
76,80.38027146507294,0.4806915363455671
77,73.29209548846114,0.3629552020053526
78,66.8097890927786,0.27397933902623706
79,60.88488136246099,0.20676252318163935
80,55.47219647386655,0.15600015834194025
81,50.52973704076595,0.11767563273089199
82,46.01854878215072,0.08874923006376895
83,41.90257272270905,0.06692166120301192
84,38.148489914182626,0.05045448076328363
85,34.72556264279125,0.03803381645978812
86,31.60547523559495,0.028667041658460377
87,28.762176872219655,0.02160447984813518
88,26.17172822612102,0.016280112984971767
89,23.812153282621946,0.012266705886780782
90,21.663297292946627,0.0092418585994939
91,19.706691510224946,0.006962337260168705
92,17.925425102760236,0.005244672663335156
93,16.304024441287527,0.003950501621852594
94,14.828339801577092,0.0029754954866139443
