,A(H1N1)pdm09_0-14,A(H3N2)_0-14,B_0-14,A(H1N1)pdm09_15 и ст.,A(H3N2)_15 и ст.,B_15 и ст.
0,3.218692216340733,1.2152803283546345,2.993325004972523,1.900634211703848,1.0457513522081043,1.9698921116389145
1,6.01172461229933,0.049294684361447634,5.001158024871238,1.475761387982611,0.00639623133188708,1.6353139609250689
2,10.08627479756784,0.0026534944630174084,7.688836899435196,1.90234079634858,0.00017499696458205086,2.026899175802085
3,16.296321408544966,0.00013915571854849853,11.345426448782774,2.814866666864349,7.810505500815348e-06,2.7627462752107195
4,26.000448576168772,7.215947786169978e-06,16.482049888375347,4.3693552778821685,3.920533398038892e-07,3.9017973428930404
5,41.312566458603406,3.7335093079383777e-07,23.80807103197607,6.8859031348510555,2.0162341359763634e-08,5.581452032450317
6,65.53779983339719,1.930518214817981e-08,34.312048439054124,10.900636846215493,1.0416575001734618e-09,8.019385460431453
7,103.86399078829902,9.976771837895012e-10,49.38948634305146,17.274379724180005,5.384676193634058e-11,11.537299496319683
8,164.42021620809757,5.151818070981591e-11,71.01491888803545,27.370557561327317,2.782543033386418e-12,16.599980113593823
9,259.8700726416258,2.657074595174901e-12,101.96815219323321,43.33311768786256,1.4367760389367218e-13,23.87164857054028
10,409.7397234692492,1.3678439758969282e-13,146.11931845271891,68.50944874404985,7.409726331306442e-15,34.29319920234865
11,643.6385323669623,7.021382747498858e-15,208.75565498412058,108.07427875886698,3.814083793257938e-16,49.18296773023229
12,1005.2643864837098,3.588334856252561e-16,296.87885109652916,169.90541798041207,1.9575334504059013e-17,70.35850746508025
13,1556.2633616288208,1.8214961963987064e-17,419.2848863763195,265.7058032944143,1.000184911239046e-18,100.26264841492785
14,2377.028583530212,9.15150289577804e-19,586.0180732999073,412.18027744585754,5.0754339634142654e-20,142.0451381758151
15,3557.6699437154043,4.5269986437382494e-20,806.4559816527471,631.6176271481054,2.548843527802727e-21,199.48934128491695
16,5167.158827611835,2.1882900126006528e-21,1084.9881199791985,950.3320588117347,1.2601463546718006e-22,276.5759323328193
17,7187.709954106844,1.0229508279723086e-22,1413.6208254088665,1392.182339994623,6.088029370662041e-24,376.3772294835701
18,9421.00737688075,4.562710954537631e-24,1763.1563464383466,1964.014203217897,2.8453208489203077e-25,499.0259279116242
19,11430.243313696195,1.9116065268951674e-25,2079.585852166465,2633.6772116094035,1.2701801796998258e-26,639.0104622517225
20,12640.407272688573,7.406026258256346e-27,2296.023266541116,3312.5585821686504,5.338736621652841e-28,783.2172920383715
21,12640.92540369558,2.621656794941869e-28,2362.406209088403,3866.493412427599,2.083795963929331e-29,912.1944098515312
22,11474.452502046015,8.439002449928828e-30,2273.8910552730963,4167.829551517373,7.476579490961475e-31,1005.9582233603857
23,9600.970711170674,2.4794961387480686e-31,2071.2636934944044,4159.303717180346,2.456275641072447e-32,1051.677451400202
