,A(H1N1)pdm09,A(H3N2),B
0,2.180377347557344,1.9271447364283072,1.9985580598580013
1,2.153589393361782,1.2706536530300996,1.4928783538782042
2,2.546920869444886,1.0513718812161894,1.3784386245393
3,3.0376492692749646,0.8777861928637524,1.284146852429818
4,3.6252463200916587,0.7333834218608545,1.1971326216886007
5,4.326638904773566,0.6127546876425161,1.1160484681218885
6,5.163719153171026,0.5119660796842136,1.0404538088156228
7,6.162721221431828,0.42775401770109067,0.9699755910290141
8,7.354955686322818,0.35739228721890287,0.9042673099660161
9,8.777783500124839,0.2986030106089689,0.8430058890783976
10,10.475782987051495,0.24948291752315366,0.7858900711453203
11,12.502141442122728,0.208441745177963,0.7326389446286495
12,14.92031393242714,0.17415076583428554,0.6829905674217323
13,17.80600012386068,0.1454997775410466,0.6367006824274793
14,21.249499427381465,0.12156116695039332,0.5935415190360328
15,25.358515900099576,0.10155988154891957,0.5533006747857014
16,30.261497412428625,0.08484833972800158,0.5157800718371943
17,36.11160888403283,0.070885466812624,0.4807949832314344
18,43.09145719496003,0.05921917862752408,0.4481731242235436
19,51.418705993055525,0.049471745708946566,0.4177538042898696
20,61.352742323447565,0.041327564470884745,0.3893871356919961
21,73.20258402382099,0.03452293951684763,0.36293329475267866
22,87.33624727248863,0.028837546368448472,0.33826183225484746
23,104.19182746222629,0.024087298263899597,0.3152510296177502
24,124.29058329981311,0.020118386120908674,0.29378729773570716
25,148.2523527976029,0.016802298728856073,0.27376461558688636
26,176.81366896731183,0.014031661962484508,0.255084005934379
27,210.84897975574003,0.011716762319890916,0.23765304565256085
28,251.3954066379569,0.009782642238985355,0.2213854084217151
29,299.6814925033183,0.008166673155441572,0.20620043774736319
30,357.16038189553853,0.006816527730385521,0.1920227484827439
31,425.5478305270841,0.005688485598086695,0.17878185526951704
32,506.8653351777282,0.004746017780900306,0.1664118265702991
33,603.488480029198,0.003958603940073271,0.1548509632555948
34,718.2002705265074,0.0033007441687385322,0.14404150103676558
35,854.2487162992346,0.0027511333314342414,0.13392933641640387
36,1015.4071587900327,0.002291971216628336,0.12446377626843819
37,1206.0347258901468,0.0019083861653087669,0.11559731167152673
38,1431.1327241440508,0.0015879535119981696,0.10728541720561399
39,1696.3906221269285,0.0013202932434374334,0.09948637757901575
40,2008.2124056808284,0.0010967338439556757,0.09216114416251998
41,2373.7103881047974,0.0009100314381562927,0.08527322472239451
42,2800.6489975943514,0.0007541351302974631,0.07878861028063615
43,3297.3157527616336,0.0006239909335351433,0.07267574344499265
44,3872.2909633815852,0.0005153779294429067,0.06690553252092944
45,4534.082497804828,0.0004247713394655663,0.061451414921555814
46,5290.588752980717,0.0003492280592418322,0.056289471399091254
47,6148.354158938467,0.0002862909327651011,0.05139858890773483
48,7111.5905964519025,0.00023390865055217936,0.04676066391705119
49,8180.959364907361,0.00019036866530233417,0.04236082928507147
50,9352.146405228706,0.00015424094807511352,0.03818767629887859
51,10614.32163725805,0.0001243307734675596,0.0342334298737915
52,11948.650774394735,9.96390368669411e-05,0.030494021051595627
53,13327.116408056054,7.932888097268e-05,0.026968990324431945
54,14711.984797773275,6.269764911716795e-05,0.023661153019614158
55,16056.293429455794,4.9153391534187804e-05,0.020575969980487902
56,17305.691800470922,3.8195324601672706e-05,0.01772059808986249
57,18401.809074941375,2.9397775048332232e-05,0.015102646991705446
58,19287.03877079774,2.239722297030742e-05,0.012728734912530367
59,19910.262460364745,1.688208534312623e-05,0.010603003458042853
60,20232.677979408923,1.258486176761744e-05,0.008725797800495719
61,20232.684867393134,9.276216115786693e-06,0.007092723939946315
62,19908.826329050204,6.760522063205619e-06,0.005694247398104647
63,19280.129058802715,4.872389276446451e-06,0.004515903799178724
64,18383.739866334578,3.473731170022373e-06,0.00353907549734838
65,17270.355767828827,2.4510348739264238e-06,0.0027421838145903943
66,15998.38597107313,1.7126284073176718e-06,0.0021020836021803384
67,14627.941366434861,1.1858762462099688e-06,0.0015954395882807238
68,13215.60878392716,8.143418765879162e-07,0.0011999061105112364
69,11810.62760860614,5.550172216539078e-07,0.0008950026349227087
70,10452.686108154332,3.7573342690188646e-07,0.0006626523309125742
71,9171.216440426855,2.528474199815777e-07,0.0004874109420560062
72,7985.856746730738,1.6926097731284753e-07,0.00035644940260574486
73,6907.672650908096,1.127889587428682e-07,0.00025936655442025815
74,5940.756605592658,7.486072100266857e-08,0.00018790397690550347
75,5083.906386413613,4.951747726486134e-08,0.0001356210024546454
76,4332.183716680718,3.2658237719532327e-08,9.757096980817906e-05
77,3678.2443994166315,2.1485409032465295e-08,7.000393814409919e-05
78,3113.4002627412947,1.4105030187893038e-08,5.010852152544859e-05
79,2628.4185878732537,9.24325218989065e-09,3.579669240221404e-05
80,2214.089920538486,6.0480736605354505e-09,2.5529928845711184e-05
81,1861.605694112231,3.952340820185894e-09,1.818216619211436e-05
82,1562.788213900979,2.5800310058042583e-09,1.2933854258129293e-05
83,1310.2114845183007,1.6826875688626468e-09,9.191341994830022e-06
84,1097.2450395086075,1.0966128621397987e-09,6.526316380949558e-06
85,918.0461671734128,7.142131489235482e-10,4.630781435531857e-06
86,767.5196993549724,4.6491325657371357e-10,3.2838767149416898e-06
87,641.2592694744534,3.024985873463292e-10,2.3275946470976194e-06
88,535.4797519778542,1.9674956376890494e-10,1.6491139228263384e-06
89,446.9473933807186,1.279292205692724e-10,1.1680084412904538e-06
90,372.91178604407025,8.315981168033001e-11,8.270233539114432e-07
91,311.04215210532044,5.404600435554685e-11,5.854455218323443e-07
92,259.3692400372904,3.5118468662847404e-11,4.1435179185550787e-07
93,216.23335687621653,2.281615225177609e-11,2.932109952620714e-07
94,180.23855832295024,1.4821594631653675e-11,2.0745862859988878e-07
95,150.2127143213304,9.627248550673063e-12,1.467685224613736e-07
96,125.17299785951032,6.25275923364952e-12,1.0382281750702274e-07
97,104.2962648590683,4.060783032051401e-12,7.343753476966712e-08
98,86.89377124110254,2.6370700497193816e-12,5.194150523728555e-08
99,72.38968736396332,1.712425628957866e-12,3.673558382149698e-08
100,60.302904841974744,1.111945719023479e-12,2.598001187129582e-08
101,50.23167616106174,7.220051687671654e-13,1.8372788247523873e-08
102,41.84067694688282,4.68796550521507e-13,1.2992625018149109e-08
103,34.85013011798656,3.043813208127982e-13,9.187707689058964e-09
104,29.026678049123365,1.9762543197204497e-13,6.496924169600829e-09
105,24.175731972389666,1.2830996166610944e-13,4.594099528418992e-09
106,20.13506657634547,8.330514887655673e-14,3.248525770964048e-09
107,16.769462002908266,5.40851771076709e-14,2.297029989819656e-09
108,13.966225341271342,3.511401212039032e-14,1.6242107369141274e-09
109,11.631449583938362,2.2797075871889744e-14,1.1484556450782804e-09
110,9.686890223729728,1.480044974067083e-14,8.120501672432081e-10
111,8.067358638490337,9.608779928786648e-15,5.741809966155617e-10
112,6.718547532392255,6.238203735309318e-15,4.059873843838221e-10
113,5.5952173557012435,4.049945455254121e-15,2.8706113950954755e-10
114,4.659684152410929,2.629283332102228e-15,2.0297134199336633e-10
115,3.8805589945552,1.706964274680276e-15,1.4351382952807273e-10
116,3.2316973238681004,1.1081804911875643e-15,1.0147328274509352e-10
117,2.6913233713073352,7.194419493757065e-16,7.17478305534929e-11
118,2.2413005660375616,4.670682409846389e-16,5.0730026943347503e-11
119,1.8665236519748962,3.0322454659347763e-16,3.586912581339107e-11
120,1.5544122504161813,1.9685565901152783e-16,2.536156069792417e-11
121,1.294488967658007,1.2780006129273636e-16,1.7932082531598467e-11
122,1.0780279534708985,8.296862542926239e-17,1.2679003579736316e-11
123,0.8977621597724406,5.3863734048799737e-17,8.964771445003618e-12
124,0.7476395045360696,3.496864415865709e-17,6.3385959799668534e-12
